,A,B,F,C,H,D,E
22,,,-0.4232588559344975,0.013673209188525244,0.06795009177896505,-0.21399882868074874,-0.14985670302836374
23,-0.048968263605120334,0.39179048847395886,0.1765241256172671,0.23983141418714804,0.055635278798409016,-0.046265953160037634,
24,,,-0.20298686113242623,0.03470127946770648,-0.11165389629412933,-0.17297881378284496,-0.16147275820768903
25,-0.10046161740994586,0.30402498672368367,0.08954607899878055,0.004696934933744825,-0.10542658861052405,-0.13936380087181655,
26,,,-0.04875704136622155,0.0006693191288263159,-0.06225736809543602,-0.0771869446543693,-0.22236978714533323
27,-0.011605437757440221,0.042084569320008314,0.07701127686115222,0.05327827675353077,-0.06057266429513063,-0.12228168171748294,
28,,,-0.09242882886668674,0.17486474104958669,-0.10755732608618766,-0.07706170076273534,0.1883419967458233
29,-0.04856104116873928,0.11176682183331481,-0.09122280762618029,-0.5441172989239936,-0.15306258127584035,0.21268969991560496,
30,,,-0.13901223183378145,-0.0714169905013564,0.012100303113404154,-0.6172952783496835,-0.2953474300827537
31,-0.139573998453386,0.29474655790383913,0.043702175749042324,-0.00975984559182764,0.004713202083344761,0.18387265531631883,
32,,,-0.03529799192431876,0.07888173337607474,-0.2449481166860369,-0.3222490144861607,-0.030737856130944707
33,-0.15042209402189757,0.33657369407179133,0.001733903130074526,0.015255538913011485,-0.19399289062569652,0.02458908799043416,
34,,,-0.05251064364214898,-0.021505881673173827,0.5498327453689973,-0.19460991072823633,-0.25894425459888876
35,0.12997695617036115,0.3552564139327537,0.08236027975346777,-0.4382709531946171,0.5639249051413455,-0.003233527253009608,
36,,,-0.29550314767635316,-0.30133625375059647,0.394402054176963,-0.16705969285466035,-0.06180463862864702
37,-0.14457177066028878,0.35942470094306245,-0.8853566956808716,-1.078058857361991,0.37187277759283843,-0.07987567746584343,
38,,,-0.05920208699959066,0.7559965299303202,0.01250091352127574,-0.09725565147410187,-0.24877970278183595
39,-0.0871113795844051,0.27682799264659863,-0.3333575244471699,0.10564603456965038,-0.2690368488238576,0.0005604400016573086,
40,,,0.699490426006832,0.012770837771877958,-0.2841071089829696,-0.17393497854454748,-0.0028569201433437863
41,-0.13438131789101698,0.28330516991384547,-0.34185308515958646,0.0012898138468498835,-0.26528472910106166,-0.06054006828609107,
42,,,0.1790672414433457,0.00022709118266005148,-0.3638460064466958,0.9447183452093948,-0.24083768547635542
43,0.5722622843473507,0.3104992716169187,-0.09424084698397399,8.046170888781633e-05,-0.3398136674247523,-0.8713324569977838,
44,,,0.040640548713885345,-0.09296611160382878,-0.3058263196214354,0.4511631808620088,-0.04620324220735222
45,0.06209278033748834,0.34956181939905534,0.2594068209746769,-0.003474699621801077,-0.25914503804338196,-1.1558532614614796,
46,,,-0.13928478026863364,-0.014966887239128849,-0.22979111511751515,0.501972599522119,-0.2570689123615382
47,0.29764117553966507,0.5326584870065068,-0.6920723614046512,0.008526026656085914,-0.26288171236301694,-0.02941275373443153,
48,,,0.35941500523499564,0.001191357983220046,-0.44468114932571623,-0.21435479667109153,-0.16198519474509976
49,-0.29500072407921546,0.5960541183360817,-0.19652765522673793,0.03799516533685668,-0.42419307695627634,-0.14810318850983106,
50,,,0.18900549954520826,0.007347164515773484,-0.4015547806510372,0.21204653340583096,-0.3300854024893861
51,0.33629630961361695,0.35102547925594696,-0.10284872448327279,-0.41965139519336214,-0.18690988823226656,-0.7518373470039817,
52,,,-0.0909513273818571,-0.07064086525857165,-0.8906659202879773,0.3697687789983824,0.008483088573327236
53,1.4729601850148286,0.07205320288622302,0.012996554763630923,0.03961303803670111,-0.8404863671779673,-0.39012993002459156,
54,,,-0.02633744406524662,0.005620920758873526,-0.8533813675710676,0.16117775385526414,0.5205074519635909
55,-0.5377214336112032,0.35670106572819205,0.015662431009543013,0.015497713925411428,-0.7857952891619042,0.0017995777363849497,
56,,,-0.18341277707255266,-0.003882394025701223,-0.7241262570763823,0.4152752207953505,-1.3227900751916206
57,0.5113403650401778,0.188630510269743,0.09699194539462902,0.04990749887337616,-0.3321884144583631,0.28527717137088604,
58,,,-0.05962300367829565,-0.026346778261701856,-0.5763480062125648,-0.376819070699777,1.0680044549458672
59,-0.33399951475090245,0.2732370247909275,0.018494318089959695,0.11286354443307059,-0.5377633283510278,0.13923906581800669,
60,,,0.2792786680845514,0.015761082016074006,-0.7547254521700637,-0.16718876237039743,-1.8365056999839449
61,0.031127025176863384,0.3132154064309465,-0.15455085299244392,-0.05586417952915591,-0.3563026944553025,-0.08703709571294507,
62,,,0.12602657861359978,0.008913264260597728,-0.26347341974471805,0.06394449929846358,1.4342360089306234
63,0.14554067117798442,0.32359200864978843,-0.08115933099328963,0.0021106935325974226,-0.2461278391273493,-0.6024037621315971,
64,,,-0.48185018689790166,-0.028614741315497343,-0.22690284384201562,0.5536703212679381,-1.6210187583840934
65,0.28383628462774974,0.766441270650915,0.22248149549305432,-0.9164716456264305,-0.21263451948409842,-0.5547148203134316,
66,,,-0.5427729027569114,-0.10723023087390016,-0.4786785429881236,0.028536041431954956,0.8691351090950052
67,-0.10192056693186638,0.5563611188221823,0.21329046830373868,0.014375062203134437,-0.42722898128526754,-0.16636492775104636,
68,,,-0.11644641234026774,0.0023482082691948843,-0.39689995760112173,0.08251984497995875,-1.162845840053685
69,0.10165831551381367,0.48234132238270006,0.044294636172299715,-0.1898499668858724,-0.3556065096085173,-0.38268749433001337,
70,,,0.15801023599325315,-0.041787626291098834,-0.9602204827831654,0.19129477364523306,0.6740439027533455
71,0.09076945405244538,0.43836736404453114,-0.11662683687417025,0.028140459542858764,-0.9174839957465108,-2.2893190740615976,
72,,,0.04741847153119538,-0.07967799625028317,-1.185912719947522,1.3722652924781533,-0.9721890726036293
73,0.23313812778298382,0.41160647439967774,-0.1494591731205481,-0.07261972163740366,-1.12349212776408,-1.071212275334068,
74,,,0.0046965656005631545,-0.04083360928178259,-0.9730087068517947,0.24687819859988236,0.5498579060129187
75,-0.0473499332605425,0.6987056736447617,-1.8188214334519932,0.12580604691509806,-0.9068356304843485,-0.3106115928588432,
76,,,0.8739100565653426,-0.04308254278515136,-0.8729530406847722,-0.32130510412523583,-0.8992882860361187
77,0.5853280203593854,0.5107204451078525,-0.5780783810533505,-0.29412415214119414,-0.9390438148020022,0.06559117037479738,
78,,,0.17773591422015494,-0.040734161215086,-0.8070460544698321,-0.09886819895206948,0.43348006568409236
79,-0.9667532872837716,0.45686465498244794,-0.24660731230060162,0.16062671198217643,-0.7499417313955818,-0.05049223830691798,
80,,,0.05789116448042181,-0.1744502512244368,-0.9935488328513091,-0.10170941681121264,-0.7858877398965809
81,0.3552704336863981,1.6700633127010782,-0.11638154990118899,-0.007806129866303874,-0.9824099685073837,-0.023463483068467742,
82,,,0.08516207876671271,0.03244600718960848,-0.9197757121325064,-0.24829939568702059,-0.16174964457327187
83,-0.3272556576457473,0.9531752325083236,-0.10159407952868105,-0.01709321014183164,-0.8377948917429229,0.24553965764850094,
84,,,-0.16720027517990407,-0.0026589578237304614,-0.7747772112297832,-0.30336754044344333,-0.5999649482001259
85,-0.06101597226631258,0.7492724676142056,0.12776828086287317,-0.00036822978575462345,-0.7126612882322311,0.0977929667040054,
86,,,-0.07880484758649313,-8.598286204490505e-05,-0.730477562797514,-0.20499774916764146,-0.03717091378563314
87,0.02110465597176686,0.6323440122585559,0.1758119344727391,-0.09068453252974863,-0.6717759297209349,0.6006851328908785,
88,,,-0.13458277934552865,0.23373130211535414,-0.6454577257300383,-0.5792322078253987,-1.0984187035232038
89,-0.37532385886248876,0.6189970016986029,0.03724802662629992,-0.522689977645432,-0.6660675642306967,2.0887765087306587,
90,,,-0.27699955793734704,-0.10698565114276645,-1.0306102004161453,-1.9948260344737563,0.52142471094749
91,-0.4739064190769645,0.49528793404428245,0.09285017241150577,-0.017402592670006885,-1.1502260228630103,1.3221568770368248,
92,,,-0.11652808070108703,0.2286995833002437,-1.2007233104861863,-1.0678284094906698,-1.0171817421511986
93,-0.35503632734616497,-0.11692659784614268,-0.6558854908611993,-0.0733101061074381,-1.1764830148076546,0.4367598237126634,
94,,,0.23130354359637328,0.12393946289914705,-1.0949926131633172,-0.3936916608123322,1.0496507735016605
95,-0.049411659605350065,0.08524188240425655,0.05484621378256102,0.007268641375884186,-1.045647504627721,0.9986126585129351,
96,,,0.226948000215809,-0.05681736062235287,-0.967055582731593,-0.8478445760597564,-0.7704078084395032
97,-0.4616899552363837,0.20941821293445625,0.15348711749676647,-0.37068588577370304,-0.9887502931025401,0.497896551322302,
98,,,-0.26340265219023745,0.038093577363423635,-1.023310675940606,-0.4631615436284998,0.5382265243991862
99,-0.17828739341251043,0.6215449033737995,0.11952116814368156,-0.16841952128524093,-0.9478834693570946,-0.0630166066380125,
100,,,-0.13550549650027882,-0.023533979792435804,-0.9245935292338973,-0.09418545137736412,0.015339607947386202
101,0.012497659682551445,0.2936888633286523,0.017159044467144217,-0.003336865522472519,-0.8486177096264552,0.5490495536339826,
102,,,-0.12324713928663673,0.02443304379817845,-0.5657378068225184,-0.4543331524575542,-0.29150544452298777
103,-0.3063445275384678,0.31399414719016683,0.042588146883671775,-0.07455626086190602,-0.5195217919169327,0.1478525628648315,
104,,,-0.02731588811276027,0.02617236337950437,-0.5053016811181954,-0.21548886729737043,0.032176768413659684
105,0.021655706922288118,0.38438004414676313,0.1325961473865752,0.004055687768403789,-0.8507252229487585,-0.11361698558693645,
106,,,-0.0727871665075951,0.003690400125330296,-0.9392752580457993,0.18947871034893,-0.35648591287554454
107,0.12421930443884335,0.3724194188670048,0.07372633040576199,-0.18178523518777673,-0.8762714304485032,-0.7869198330177065,
108,,,-0.25308321783148985,0.15313844542898644,-0.8224802844174052,0.5712565264894109,0.01097871582021392
109,1.69701462465539,0.3726462774117133,0.058601034352407426,0.026857454203448972,-0.8070664142200165,-0.6357491801271002,
110,,,-0.04401228401217026,0.00455286245432621,0.5245133250927156,0.3442148326773702,-0.2603073634415353
111,-0.5192754100076047,0.3492993964137798,0.006038179285784838,0.016290340178858477,0.4805116479818889,-0.35432245035929255,
112,,,0.04697222302625557,-1.3262620740197282,0.43657718888127844,0.08612507055903094,-0.058432334890603434
113,0.2807697867856105,0.36267951659692765,-0.6872781431431156,-0.176245374277272,0.1444022642118188,-0.2578119086375908,
114,,,0.26736551451945845,1.2679520539917688,2.9916729028904605,0.010814523081051046,-0.26164027614399415
115,-0.11420702471805863,-1.0368744848057259,-0.759213255704113,-0.12084757948671554,2.3765683660986565,0.2142107745841496,
116,,,0.33939202659825835,-0.0034415594440075706,2.1466834130479078,-0.0404870586459029,0.989566124258267
117,0.003176872143766333,-0.09700399659508696,-0.05810648932888307,0.4454080576551766,1.9717626838645044,0.10051112216182806,
118,,,0.020817042367293315,0.062237558290902106,3.661238839841694,-0.08916569214162165,-0.8373012944042431
119,0.12517702923254664,0.1066471388608377,-0.057164901061445506,0.008321521962211533,3.3489337184516352,0.22624747862940495,
120,,,-0.3914108447841123,0.005951664032414965,3.0539267298267916,0.258504472620231,0.46197588575526616
121,0.38673143963233514,0.20935025739757368,0.19973187202504505,-0.003015521727335836,3.0167394618576884,-0.2507454637016102,
122,,,-0.4779036200522885,0.41039084578142215,2.6823711606166785,0.4121757523910522,-0.5245747996043798
123,0.20996411720963298,0.2581374900565298,0.053431350603608575,0.08909261943647254,2.4464296952344604,-0.15753864550586896,
124,,,-0.07196391324950595,0.0038249781959542213,2.0701685475802716,0.2531745329595198,0.26625931944164033
125,0.5358996857761922,0.653243986562573,0.03553007946205093,0.04808326655903268,1.5682772860129728,-0.10085285979209903,
126,,,-0.04234756625773912,-0.1500867324414864,1.543336730753965,0.09352863255318525,-0.7771877288882212
127,-0.17218276234361143,0.5190578461654602,-0.5254677060304328,-0.025409094586927937,1.3889238318255013,0.21191198683210613,
128,,,-0.008982130782245357,-0.14663367197935037,1.1629982566924741,-0.03244518975525296,0.27263117251355506
129,0.026989351634964878,0.4617554532241907,-0.06603635269148841,-0.006583237202983157,1.0639208763438202,-0.051683894400212545,
130,,,0.019380023186916076,0.0005830141298100643,2.340055502556542,0.1493329922505128,-0.6402885008942371
131,-0.09219594925563569,0.14755486414818098,-0.010538838231383884,-0.011423374638446244,2.0531759229264046,0.0550906961274456,
132,,,-0.028611675912485826,-0.0017325875038870155,1.9344005655693874,0.03901825248954449,0.43085625998242244
133,0.30856798845240035,0.17474505403168517,-0.012708839193397894,-0.15732088702081137,1.611441808316244,-0.11054682687555337,
134,,,-0.011828634102035898,-0.022736929809181308,1.174828463126569,-0.30275829473114396,-0.9009436968708492
135,0.4405322786417947,0.26122107985056536,-0.2377198561915868,-0.5642788305438308,1.0676143447150381,0.1566203108387801,
136,,,-0.14220186286504932,-0.11675917648457683,0.6875479330773605,0.1233318398174148,-0.6910531797305491
137,-0.11064153433596531,0.4675189948666809,0.017256484870424547,-0.017130099764151672,0.6978927627869228,-0.5040739414374547,
138,,,0.11850993274091841,-0.26881699487589783,0.6364669382355783,0.5369091376443598,0.2510416538078851
139,0.39272115131512214,0.5047085493749713,-0.19995221025227924,-0.04352598407539735,0.9270366339173296,-0.46996404519969964,
140,,,3.340099195884949,-0.00608341836958836,1.0119162416887635,0.8409963463957875,-0.6288293598471968
141,0.3133109816468583,0.10605858609956757,-0.9503190975799927,-0.07093994586888143,0.7962902806676364,-0.8012372360747342,
142,,,0.46445601823897914,0.5938768691068445,0.3819064988680883,0.4427696311727929,0.49431921188594863
143,0.011730058826858486,0.3705255257629615,-0.4971285674167251,0.0186079204108429,0.15134651702274837,-0.45164612264120774,
144,,,0.28518240456330973,-0.008911204120289586,0.22145318140779713,0.2649159500895877,-0.7370015974685578
145,0.17997605699052005,0.36724923374439106,-0.228372370489408,-0.6805940969526084,0.20076217370078964,-0.11108379208237001,
146,,,-0.21918428302293966,0.3299508833415526,0.07326436346287644,-0.40583029261620834,0.3722015621760443
147,-0.3358812176473894,0.37288750105439855,-0.026003577003183165,0.15966860260601368,-0.026445351336146297,-0.21655746456796957,
148,,,-0.06496907030532,-1.0262035448392475,0.04187638804599997,-0.0039196940042713554,-0.774486269401362
149,0.3884500214969473,1.6315646271453286,-0.578803441938246,-0.13624085162162347,-0.02735436087905785,-0.18069277201567402,
150,,,0.2494488754428543,-0.019264936587835974,-0.11445010903725022,-0.13338755553746984,-0.18010502522432997
151,-0.26559602823909056,1.102155950869738,-0.1206018902284306,0.05798600514881538,-0.08056158788993428,0.12538567115514404,
152,,,0.0349453879347045,-0.7671453298966986,-0.09202162653893735,-0.2655379511197281,-0.605682764568417
153,-0.10010339734833441,0.9701669209715964,-0.4438870006108606,-0.3213334909885033,-0.321831403862359,0.01558351018495431,
154,,,-0.06296409766074634,-0.12078863574566084,-0.390181709184879,0.43086587893865075,0.001105031766882203
155,0.4125038293286891,0.7784288701602896,0.23206539846186797,0.006300676731939896,-0.39790290032706255,-0.45832014028112694,
156,,,-0.027543941377454487,0.007240551126178843,-0.3838091186603543,0.36574314166794153,0.40391811631411545
157,0.2443707453620578,0.6394263474082292,0.010296109758774213,-0.1457989437177129,-0.35775888795591293,-0.43417351601537707,
158,,,-0.03306710757678735,-0.07219522927299989,-0.3740057476924128,0.14322565558313458,-0.8865810734040325
159,0.00173825972623666,1.0568797954844418,0.1844023446819357,-0.015991009736532627,-0.3699848052830603,-0.32031183388965423,
160,,,-0.10401910642695437,-0.0014643304624716764,-0.25268259724424724,0.18444138737581045,-0.07087002119889416
161,-1.0818666981126932,0.7270526225302717,0.08014625345733538,0.53373907531286,-0.22947498146526393,-0.13502214604041085,
162,,,-0.3104838372831277,0.07465386842279827,0.7229235795549807,-0.1771497382399771,-0.48213442951465396
163,0.3505246684824897,0.4561084977914672,0.05592751218345339,0.010710590994908384,0.6434778206046678,-0.02024958615218184,
164,,,-0.08715697934673945,0.004806815532230318,0.4123212628091872,-0.13983931558825707,0.06534572676458152
165,-0.24991741715723378,0.5080700943265384,0.06408134527300524,0.0005405553150605623,0.4925344004770044,0.0276043535971119,
166,,,-0.034657032425678296,0.4938665842282457,0.542382772637269,-0.20817060187375436,-0.7025441119686577
167,-0.5345981676911066,0.43561315925531163,-0.20421446918024336,0.09900841268253188,0.26182481269147745,-0.0016573877798274441,
168,,,0.10986467464858289,0.009984982199729627,0.2768514095654307,-0.21337854679803497,0.344908811309003
169,0.22156511063683332,0.08776470749737009,-0.7381666239932316,0.0013953310045883031,0.25867796573470886,-0.017195686459456835,
170,,,0.38608263747368926,0.0001525230000843839,0.27269162277289843,-0.1577408033176847,-0.47308087457432235
171,-0.24359629625393867,0.05683834671434981,-0.22095941175653241,0.3780374163557835,0.15789162539955565,0.36478607441720906,
172,,,-0.0631467853197112,-0.9821406744595196,-0.18641835647234004,-0.4445628183174504,-1.1475984617381558
173,-0.16868286212864292,0.1920243070888906,-0.3091194293198504,-0.07768121344476575,-0.4805926310911254,0.1702229605921477,
174,,,0.12556147996751846,-0.0024294380211280324,-0.29560128968041754,-0.2842537744539821,0.9025082812721098
175,-0.0175967316057368,0.3197375751119539,-0.05492513068422348,-0.009867388796941327,-0.27199713040729623,0.033294193889062636,
176,,,0.05233113766571075,-0.10556179731845877,-0.11776034464134974,-0.36185640798755314,-0.9778376040394249
177,-0.5222389823568988,0.008520623097848956,-0.07954970110682888,-0.01646952042548404,-0.06995272318501887,0.0858072392744671,
178,,,0.9450295953327496,-0.05700380361639321,-0.8890126737447818,-0.24243986446218144,0.8949656344418686
179,0.07883703749956857,-0.00786503854224263,-0.4782726177775792,0.017254323890458924,-0.8346431332114741,0.06373412608148996,
180,,,0.2807122308131793,-0.04987463239968343,-0.6936728559752705,-0.16756287330512762,-0.9264407072360141
181,0.9504465260284105,0.1484773563450896,-0.16153691692620473,4.69433834715619,-0.9086419197946428,-0.06026399240617394,
182,,,-2.22695467693784,0.6549072727816403,-2.3147958732198854,-0.5283063333468193,0.7343066041957137
183,-0.757036130640229,-0.010717132306796757,0.8418850408558162,0.0330703067042868,-2.2938428621600693,0.510143615448437,
184,,,-0.536286145249175,-0.023599440559715253,-1.9551431332089435,-0.10028274871660114,-0.522306674869983
185,0.25712179029174065,-0.16262937374614458,0.3091595560700418,-0.019789081804792146,-1.8106974068097272,0.2784037261635225,
186,,,-0.1505220886584674,0.009447881753347893,-1.6061122305368118,-0.16807679915293441,0.6215893395684791
187,-0.22570102769447484,0.17354314037109408,0.17854920804261493,0.03871075367408266,-1.4272600712774637,0.13011344738966374,
188,,,1.1768750591717037,0.008422740546915799,-1.468661591864685,-0.027451330363614135,-0.1494531345111847
189,-0.045566377787337214,0.16969907863487496,-0.6991202519760134,-0.031008301948224095,-2.2798477299280018,0.15337175411227258,
190,,,0.3818684931743196,-0.004666849771400531,-2.148565930559687,-0.016857337107002723,0.007825315423798197
191,0.0023028424134482967,1.7138121998024227,-0.09582527598619697,0.02097554671920481,-1.9738022375091393,0.02952957752925786,
192,,,0.04000289220441597,0.4768955024809614,-1.8204137426144842,0.05597103048764115,-0.8771402648748381
193,0.12314044847775014,1.202444790558618,-0.26689963966758073,0.0075512073267946095,-1.8163495011454642,0.892136886210441,
194,,,0.8673699742079619,0.054804955996468875,-1.7316682100776803,-0.6087281056195891,0.0242148666784851
195,-0.27610582411397533,0.8413643549842655,-0.5958897758900626,0.007672525664148075,-1.5728060977033107,0.4726107600793458,
196,,,0.28411407668538036,-0.04867439687512549,-1.4477026712259817,-0.3451240820087169,-0.6944472605359554
197,-0.11075772012200553,0.6262229904381031,-0.1721216159665886,-0.03658499928065737,-1.3792005035695385,0.19082588503664227,
198,,,0.06627112227336969,0.7242686351076042,-1.4696679326614905,-0.09352960936908768,0.059532651587607274
199,-0.12413848145834924,0.5245508499936775,-0.4125136044252683,0.11499870494476994,-1.2965360503599868,-0.04179607473246986,
200,,,-0.34851256861556257,-0.023827218052522303,-0.459805244864126,-0.027711337321329993,-0.3356451115926515
201,-0.10914549724665956,0.25669080733204624,0.17156420135738043,-0.005433994633194907,-0.4304669697692423,-0.20210630825733372,
202,,,0.1994222782748175,-0.0006352579204522214,-0.7966457811412884,-0.03378967428581783,0.07883976427826714
203,0.12049040090779735,0.29381570044267663,-0.3076405652767502,-0.00026674498163073283,-0.21613909676411336,-0.14119706508527732,
204,,,0.1654259894429195,-0.10855771241156159,-0.19204652662449306,-0.1952403384378577,-0.31773084237049776
205,-0.24390263551167662,0.7326177119142434,-0.13335224434910886,-0.1335174984747416,0.08390503334358052,-0.11299838887692222,
206,,,0.0029267211107272323,0.003941800551259783,0.03581545366288591,0.3352862220778362,-0.2125583495134698
207,0.3276978566918451,0.6926143874160529,0.6938205140066172,-0.008371123322475714,-0.001091682502017681,-0.42941609380669477,
208,,,-0.40797793686865547,-0.11882842151375289,-0.3262178348836292,0.11923982873255273,-0.3125061991717322
209,-0.054807840826524255,0.5419387207220353,0.39755776853103797,0.05463041246012587,-0.3172142879294479,-0.15308718322513126,
210,,,-0.1278664025553414,-0.2420138619198162,-0.29375622419264746,0.11614250115942217,-0.2048917145290831
211,0.07487219674495156,0.4729141346553472,0.4520923259582208,-0.03380459757241889,-0.3588966514583735,0.8357514713263678,
212,,,-0.7252532658133426,-0.009371703417747892,-0.34028579082933536,-0.7797785273753722,-0.1611613931300746
213,-0.8609211426267612,0.375575685409549,0.37465669195597723,0.0038118471376804774,-0.326904803951185,0.32730972241159006,
214,,,-0.19756851574221201,0.0039463704521626375,-0.30332084904718015,-0.3744593209810362,-0.02259589309113119
215,0.14154377026412654,1.1385249097397998,0.10502747810030807,-0.5023357167327387,-0.22002870689588538,0.09870274480536989,
216,,,-0.30256787618059433,-0.003440333547351751,-1.276544180470911,-0.23111161466951624,-0.8452826137614193
217,-0.23949943540291635,2.9945625636599735,0.27989527780856277,-0.0005628086221115998,-1.2140200494947258,0.16848910175059978,
218,,,-0.14880088587273346,-0.00015692668581564575,-1.1047936690694233,-0.1864888192888591,0.6668854862743226
219,0.008942717741799729,1.27369246801767,0.11700472698772768,1.3258289825180523,-0.036159258720918186,0.062011905488456816,
220,,,-0.7265851773067021,0.17172196306537754,-0.43368491384896996,-0.24937412588870023,-2.018000521407218
221,-0.17488675229712322,0.8598643121998857,0.2964627044234472,0.02391536106293549,-0.37966315307300297,-0.01572239373354501,
222,,,-0.11359819696586348,0.007005354857477921,0.27487720607431654,-0.14016196478756934,1.214818853970046
223,-0.0394892543244979,0.5910704268798729,0.08155619093331128,0.001272749336937131,0.11217981554111203,-0.5775367389318317,
224,,,-0.14318292698708218,-0.04657686145714835,-0.028034478096888554,-0.022450586273017686,-1.6247347356395496
225,0.009979038452336374,1.3744092614725547,0.06442466715194672,0.009485656418110732,-0.06319103550207392,-0.18224238159722725,
226,,,-0.039662604899059685,0.0013377401584514957,-0.061001067543278206,-0.03578521622596652,0.6651454070520127
227,-0.1308969136907919,1.6612073394661802,0.020654875650197736,-0.5513803603665812,0.03636992131258014,-0.28825126554377256,
228,,,-0.29056314073831224,-0.0020874520906111887,-0.18929882441903947,-0.591762597943144,-1.5192087771354947
229,-0.31343038067260726,1.1205526536001313,0.027521427130121373,-0.02210515817394341,-0.17216709142500614,1.1559798193021773,
230,,,-0.024884157872888432,0.0827448800198267,0.09032646999378621,-1.093073868944686,0.688731994420517
231,-0.42107438105818973,0.9157349282507616,-0.027189765339181302,0.01244588681280695,-0.04134566407493673,0.48317094313059034,
232,,,0.008156421559312456,0.1430164447369929,-0.0593100819707639,-0.5331244279684778,-1.312427798506692
233,-0.15855946216056757,0.6933306344521452,-0.07471651011155797,-0.8241719784571334,-0.0987114409415503,0.23090351107514245,
234,,,-0.36662673040671917,-0.1273402201449858,-0.29307570025777513,1.0388777112180034,0.5316184971467932
235,0.5740859813547985,0.5595837363995007,0.2895916871825125,-0.1164155313486563,-0.30870088831494935,-0.9411988565108129,
236,,,0.01836558018874651,-0.027383362081786593,-0.5847836900144815,0.5327431492507678,-0.8586333830490027
237,-0.7329152190318549,0.48280410575048854,0.017565799388878766,0.2560483682192424,-0.5442340167634891,-0.5284602849043953,
238,,,-0.1816664002603109,0.027608029736434597,-0.365065886114311,0.23245993706904927,0.21933303876669893
239,0.18327432361542573,-0.16535658324141633,0.12450129067857205,1.272555363042844,-0.42206243748840505,-0.33897733875168345,
240,,,-0.9180185805396265,0.06644106808950426,-0.7978076390180495,-0.516503240678531,-0.062118059666442564
241,-0.515778704800975,0.01160386162980001,0.4946008045798187,0.009959930020357697,-0.7537053744116282,0.24744523562800333,
242,,,-0.4359658598831144,0.044638720213100995,-0.694629182137081,-0.47102973035083323,0.04801450243411403
243,-0.041308529615729256,0.9313242601358552,0.23403495170260255,-0.0541870699975243,-2.105788500395753,0.19450398073002806,
244,,,-0.1735027361521318,-0.007124016689845537,-1.9660581539584405,-1.8259419988460306,-0.5146247823688184
245,-0.17815849422742003,0.5726560900773563,-0.05314487396127156,0.12959808038029014,-1.808868360553665,1.4096830930919593,
246,,,-0.05634375695720169,0.29295990066037925,-1.940811318710283,-0.777504628769728,0.008248419147873443
247,-0.3781988504510937,0.4922033552396174,-0.11025027571138762,0.36858309424584895,-2.249666901709099,0.7189240872520505,
248,,,-0.12892899867528246,0.21568596165574766,-2.0448100418212993,-0.36591825206864753,-0.745645366140298
249,-0.16554538513995307,0.5017095461411512,0.08755520990157034,-0.24982905394977475,-1.9458534256344473,0.02405501651368641,
