,A,B,F,C,H,D,E
50,,,1.553426373627107,-1.1336050732854386,1.1999839567678028,0.4711120353332223,0.09351241084084916
51,-2.6603152919664943,-0.18267676432798413,-1.539636020380189,1.1498157502104394,0.3050002428737691,0.12428302832459324,
52,,,1.473647771470469,-0.42782922071315643,0.8454445416473695,0.06756868614391333,-0.07629896870188821
53,-1.566236619562647,-0.12011545106351322,-1.1789983022098232,0.43916470881769337,0.3308490282474621,0.45696974908843724,
54,,,0.6918563570776373,-0.4287169690020594,0.5415835900850711,-0.24849337880903058,0.5353500546309505
55,-0.9806934370248597,-0.31788069066570596,-0.6910246452632248,0.5271026747221073,0.11837729029140412,0.5307269288193867,
56,,,0.7461546983306004,-0.30385006769613077,0.15806182748698866,-0.415955979156583,0.1314872016916899
57,-0.30740743826606864,-0.46759179439695914,-0.6263531548436516,-0.8723562734400958,-0.1113049489415511,0.3564621853807841,
58,,,-0.3764857447163797,0.8992128506970201,-5.374009119626043,-0.6306136594460103,0.11031189792922413
59,-2.7177066785346966,-0.4892271500835093,0.5932187898215683,-0.8819927120218004,-3.461554815406433,1.1133761738128827,
60,,,-0.8566201782074666,0.8688499163395343,-3.0574779827452647,-0.9388403690337633,0.034657015941707246
61,-2.068143358599139,-0.21674713415547145,1.3392671204464106,-0.8582507677418556,-1.7436773791627858,0.74954076949945,
62,,,-1.2706297682684113,0.7975549074124528,-1.7538096587062033,-1.2636849291152623,0.2585759182747587
63,-1.9084266647717967,-0.1900460034688792,1.459157318821125,-0.7557383884073908,-0.8122030170604669,0.4733155736897309,
64,,,-1.3006417882051413,0.7500159431515546,-1.1727666660474814,-0.8619068199319759,-0.04533773239286183
65,-1.574428702604554,-0.20748937345354418,1.2054851172618655,-0.8161332805758164,-0.4057502937087383,0.24324425514304487,
66,,,-1.1814377005105445,0.8972822769501982,-0.7949155761543885,-0.6133233354718868,-0.08346727689247864
67,-1.833766005647517,0.12289507153105833,2.8517019410547397,-0.8833083108712942,-0.08378684330644871,0.13902831949746117,
68,,,-2.4528876148544425,0.039305996407861254,-0.4701441176035833,-0.1782461799629673,0.13741836937930668
69,-1.1363210926925666,0.2680933513808167,1.4459209708955243,0.015109831670249776,-0.628602578490479,-0.07826582625810258,
70,,,-0.8230576855465923,0.42310710693931547,-0.44284211941754426,-0.27651761662189234,-0.13830410203867577
71,-0.8058432979322954,0.034578581923398466,1.1690857048387493,-0.9853047363857634,-0.006649733488549695,0.004626747961317377,
72,,,-1.105666528263148,0.9700803145963947,-0.5504717858293707,0.01467159487841246,-0.03287167055557419
73,-0.5250594292136116,-0.11804990264811617,1.174178666513619,-0.9668436504325251,0.1352789270614421,-0.5503237691696072,
74,,,-1.0671422972731046,2.6136376974100273,-0.43948145580950715,0.4078253810707916,-0.0140469510328148
75,-0.5025359447627751,-0.20196659700188896,1.2852105982580035,-2.5730480399043882,0.6594416016569385,-0.6273817861161899,
76,,,-1.1192022552791043,2.257209959113007,-0.22310353995140098,0.936554279762539,-0.026462418023992774
77,-0.8351228784881312,-0.22115412596465803,1.3457213176639724,-2.2226727391080305,0.966732666230534,-0.4159171586364352,
78,,,-1.479116246692433,2.1882978388373253,-0.08004341372419266,0.8077981885175282,-0.03106880131076682
79,-0.937902577041046,-0.20908853287347226,1.6426671960857333,-2.5966944656913453,-0.2133659328514359,-0.6982225479202282,
80,,,-1.643110934325222,2.5562773348489407,-0.9040316953185149,0.5373117572288509,-0.030944576318156985
81,-0.8388839484054119,-0.07986384084636812,1.6558890778490973,-2.5917145646675084,-0.013907487238990927,-0.9888681211786992,
82,,,-1.6960274144746605,2.5513890641231685,-0.6542671452473949,0.8966076242354228,0.1528632785186887
83,-0.9787196999705762,-0.005983885875634317,1.807009391708777,-2.5253882297978207,0.7280623377834903,-1.177871220424404,
84,,,-1.6793027777508518,2.8825677401478744,-0.1466196455201258,1.4881818480304383,0.036961408824098506
85,-1.3054007181485372,0.023057529395454104,1.6807510985505465,-2.836274727139028,0.5728417201790286,-1.4866233837776353,
86,,,-0.9052051598130462,2.757641247152735,-0.1654026792275145,1.6697730004698452,-0.34166414378691545
87,-1.686107572770859,-0.16538910772819315,1.2327829565866955,-2.6907271628606493,0.1893823413005994,-1.6241223025363376,
88,,,-1.456972937073688,2.648788925619273,-0.5757309392950333,1.016413782999222,-0.11745255019912398
89,-1.4589845897789595,-0.04643034726487301,1.5535332439347858,-2.500135302629864,0.17575935674079235,-1.2521574378302853,
90,,,-1.6025505148198536,1.8927319506678444,-0.33928360115965717,1.2479620206479531,0.04226079408195318
91,-1.5437910207212642,-0.01458826724855393,0.5972761853928519,-1.2793222207936354,0.4423773130921185,-1.3449582012836023,
92,,,-0.9565845277111179,1.219092842360912,-0.28849701221565605,1.481611750003904,-0.01147241101977725
93,-1.4710388045350518,-0.16517225850014886,1.0596940385839162,-1.2654573511042642,0.4621421298017455,-1.5219562136653668,
94,,,-1.221479942357533,1.24098997859613,-0.6177521820498335,1.6562482213738523,-0.019880269748206673
95,-1.7932819347617102,-0.23003957606683753,1.3100165651805609,-1.2209153429442565,0.15600770357920332,-1.695548494976373,
96,,,-1.3570258125585974,1.0234830511328097,-0.4175817479196677,1.6449917129033171,-0.42689362564600125
97,-1.9444613797638302,-0.17392834814816474,1.1550690301571067,-1.0533028154869717,0.24937200979255034,-2.035380079020352,
98,,,-1.087400609842435,1.03631121112524,-0.38024992625180176,2.008215534773874,0.7002394147407958
99,-2.2464243934442156,-0.21481826201781554,0.4561002281348038,-0.9184804910863812,0.25764271126237637,-2.060837403393125,
100,,,-1.1814416969913664,0.8945082060345715,-1.2789728736147388,2.005106672016459,0.30451492065007435
101,-2.54849177796061,-0.24682990976222768,0.27615075348310414,-0.8136910526279989,-0.42608886852055755,-1.5649127429216643,
102,,,-0.5748028575242965,0.8055554533867539,-0.8181121727289924,0.8569251805258887,-0.04785387750028529
103,-1.85379799113208,-0.5592015860306836,0.8090478546092766,-0.7932109730894357,-0.12034035567414618,-1.2430983515253073,
104,,,-0.938854192866977,0.7401055997626175,-0.5696012955867757,1.0552090017624678,-0.10647936631761182
105,-1.6392301266104536,-0.45534507104987465,0.896497414328083,-0.7286945768319137,0.03502053903357045,-0.9324479607125362,
106,,,-0.9625207391753663,0.7173638785980755,-0.33757244328601593,0.6311515850754987,0.019701508209870433
107,-1.1972460311494546,-0.21090360693446858,0.9900097888683138,-0.5216639752986705,0.19564927542267374,-0.3411497589087915,
108,,,-0.8840773835956669,0.5103609379300282,-0.02339813918997824,0.17234559237988528,-0.13129154934726883
109,-0.7667268900470268,0.276601519662294,1.001002250589281,-0.5071539570655127,0.3873230387507124,-0.2690432402378646,
110,,,-0.9383965673400742,0.5469293825050224,-0.0737154544294736,0.469628429931317,0.11881843424803068
111,-0.6347436506066467,-0.022915377526976175,0.9510641473712383,-0.7306006421411778,0.3026904556544608,-0.43399669445736583,
112,,,-0.9518522285150693,0.7439670145508136,-0.21504267582661044,0.594528550087226,0.03449619631693127
113,-0.6476521755725348,-0.11120615011458915,1.0012046368763945,-0.7339689957028277,0.297536710872463,-0.6709661724242302,
114,,,-1.102909641098247,0.7353406368686366,-0.206284094879576,0.9769013937806272,-0.16744650413352435
115,-2.0817396830974544,-2.0102596915995914,1.085020409847676,-0.7077253579116507,0.3014705383940467,-1.0145018571284758,
116,,,-1.062290084805404,0.7097592594783693,-0.23098845092321427,1.1032919992737782,-0.19130660279667253
117,-1.8177348720897513,-1.1312614302227806,1.0497930059172416,-0.678969082207595,0.31682042949190564,-1.2280493906342818,
118,,,-1.3044894343149043,0.6538413863819462,-0.08016607157505984,1.3284363006053572,-0.36552014206393235
119,-1.985468811708152,0.1883587692778591,1.0875418911489299,-0.6254189005239725,0.31428717698409403,-1.2999721689639556,
120,,,-0.9407764868344295,0.6244275845898911,-0.19432135809882137,1.3748484535373668,-1.0128778336178554
121,-1.9155225693364664,-0.07057254317415741,1.338164533123519,-0.5827238234715549,0.23094950951189236,-1.3722588000597706,
122,,,-1.15441913455787,0.5795630322692332,-0.12178364280037617,1.5172961481660072,-0.29118655889351314
123,-2.088621870429267,-0.6994916748913715,1.5070366544998852,-0.31506688353567347,1.2755685949469198,-1.2959235947519117,
124,,,-1.0763412810647413,0.29821042542489146,-0.33485070918299886,1.7055011240333455,-0.3560357750357027
125,-2.1657480943050262,-0.44005164229019844,0.8108365364713944,-0.3802852034498024,-0.07437130340101608,-0.7794649353071308,
126,,,-0.6469699381390958,0.5502427991052322,-0.2909453897773572,1.3139888944027578,-0.6136642915447774
127,-1.980542777642922,-1.3487896371661374,0.7316481246772305,-0.2559724680961187,0.14867039461798448,-1.4038707470513692,
128,,,-0.6799822450849837,0.252089884246409,-0.04649325329783402,1.3032540502429772,-0.7588138389653422
129,-1.9224579417833183,-0.9100882245199734,0.6769557188005906,-0.40329531678854286,0.1426449441245271,-1.2453812136091604,
130,,,-0.687665709255083,0.3948541438241808,0.15443922741735505,1.1338333607404263,-0.262414963237793
131,-1.7585512885899248,-0.43800564664466696,0.6752376841680091,-0.38669824377448164,0.4337518205180382,-0.5614641986619837,
132,,,-0.4754299387456258,0.16129755578234525,0.06752888597905407,0.501664250655336,-0.11793747796578452
133,-1.0090636918056008,-0.36317391757611484,0.38868131837286096,-0.3450393590353618,0.20827525716254727,-0.40835615065905984,
134,,,-0.7713351331875653,0.32772141776158803,0.005626415994095538,0.4959864183354932,-0.06604354267694737
135,-0.9605518657182418,-0.3646499306799214,0.6457744964164892,-0.3227589196911668,0.12487110723717416,-0.45053202737070697,
136,,,-0.6384852439601948,0.3204337916991142,-0.13329500167068617,0.48550877416304034,-0.2750737250537365
137,-0.4429326550915918,-0.06326195961692532,0.4434903926060616,-0.24534302713113004,0.1255637108538333,-0.22825391772333004,
138,,,-0.42801374628251915,0.2378850619106357,-0.12244593874120507,0.7350737670842736,0.2133727554802814
139,-0.5862231392612216,-0.23830493220523732,0.41566952080131353,-0.23433747423450854,1.3098472123797926,-0.7444573727703353,
140,,,-0.4022028045363391,0.2665641343700334,0.3258051724495341,1.2532429388262714,0.017132444266179568
141,-1.2485480921449275,-0.2261742617776878,0.29477933375385096,-0.25014653408286713,1.2027835981657518,-0.8763265641972655,
142,,,-0.3465407537106606,0.2466190348640143,0.6335899724676898,1.3537054770334163,-0.23229589247448393
143,-1.508119132801522,-0.2959150134530855,0.7720099534301298,-1.608294671519901,1.0479834356485564,-1.1706331202242242,
144,,,-1.7223844255359764,2.1234570678524927,0.1051435091506027,1.6078257958002011,-0.10369158556493209
145,-1.8294327498237233,-0.10754499301857301,1.692922438600876,-2.429927301447205,0.7785557670110476,-1.4098027962518924,
146,,,-1.500926423815551,2.2448020799435158,-0.24710498630922528,1.59229251514024,0.5869961224756172
147,-1.9520420690496212,0.4164787630948206,1.5643503675742307,-1.7328848409042963,0.523793676766873,-0.9040990917462204,
148,,,-1.4599286698425715,1.5775318455299026,-0.30088381633365613,1.1843469826561266,0.2347449494116095
149,-1.9147807304535596,-0.011193754826230529,1.4938531886113944,-1.5551698248755077,0.45184437395100335,-1.120102325828334,
150,,,-1.3753563298455576,1.5523446200761586,-0.4509018565248711,1.2832413171667016,0.0697203864478282
151,-1.7004064869309556,-0.09259586006623718,1.294359176077143,-1.5231116983828306,0.3047326715991477,-1.4319744702434476,
152,,,-1.3972452729011733,1.4696514644866272,-2.5452987448947155,1.4890114706912907,0.009861576948936902
153,-1.7135104781049153,-0.09385163010754637,3.213287043497079,-1.1952783274262615,-1.22476339527923,-1.9871791960105594,
154,,,-2.4511249558675483,1.155583415887216,-1.4576723776398732,1.2867171306344642,-0.04994280159213388
155,-1.7491988712027202,0.17546192677822076,2.149744790906138,-1.136581090785132,-0.5952028349415532,-1.6514013482653982,
156,,,-2.596346078206086,1.1190485875493448,-0.9255504985197576,1.0281535250878293,-0.20780636298411484
157,-1.5534475079513725,0.37587638676597873,2.037340091062032,-1.216867611501633,0.18236848771875486,-1.4148565447415635,
158,,,-1.7036430172725427,1.2124418283474763,-0.4724641662032082,1.5344756524856602,-0.04530897523541482
159,-1.727700382522797,0.22543443310984695,1.7161612095121586,-0.4968008109940567,0.2571143957406704,-1.2899799750433278,
160,,,-1.3680130421017742,0.7474015448812408,0.2171220926650154,0.9620798887906356,0.013186330706331701
161,-1.4800498839349858,-0.4945131153839637,1.3910489544500175,-0.7498087365584609,0.36684048574645933,-0.7530339369151292,
162,,,-1.1874849897048547,0.7589120396619783,-0.15515670755934827,0.9036558090864086,-0.045134649019086086
163,-1.4159352184474052,-0.3512829820392875,1.1214831684220796,-0.7555958491876018,0.34802401421643875,-0.9181720453469476,
164,,,-1.1058131749353846,1.1330535600152776,-0.21323682493330617,1.050199372356326,0.02309117464379029
165,-1.269597928332955,-0.01874668662606599,1.217238472978423,-0.9281440289244922,-0.4224897304558335,-1.067326263697171,
166,,,-1.2201414622629936,0.44729364492217183,-0.7766927638437117,0.7387287150025637,-0.0016086957430388998
167,-1.2511325218189548,-0.12056329993904522,1.001660861696204,-1.3830520560304973,-0.2681490383783346,-1.0898377347206885,
168,,,-1.4854219726541262,1.3678768779926136,-0.8327531895386329,0.828171949616954,0.22845067438546562
169,-0.3313979873383165,-0.32944578026602306,1.168731243706087,-1.3576585233501843,0.021048102119175665,-1.0928633989317427,
170,,,-1.300686973807494,1.3350868412190027,-0.6165814726678503,0.9743972806967007,0.02829002283510433
171,-0.8014305693208283,-0.27379594403233204,1.400616169854236,-1.3144672644394746,0.015749432470986813,-1.349487605988684,
172,,,-1.4758782723001262,1.2938639635601092,-0.6516210391412923,1.2432117636402595,-0.02074647669696984
173,-1.2175851078112856,-0.5395724566748772,1.2303361469908296,-1.2353819439548073,0.16470335593149713,-1.0369864411564207,
174,,,-1.3185719867116654,2.6151391033026012,-0.4918365842291979,0.015389759379119905,-0.046084209603070615
175,-0.706496218011638,-0.31849614452845665,1.486234304146643,-2.6195000161457855,0.3517386857573549,-0.08877548427488535,
176,,,-1.6538894901267887,2.58152417152371,-0.45554989094572157,0.28680108295464124,-0.06575505825166875
177,-0.6751912981033572,-1.3879114395514422,1.661992107785221,-2.5536449042472986,0.41730256788373216,-0.5246792594497824,
178,,,-1.6661913496519922,2.4797954778359017,-0.2715499814198833,0.6738451151010361,-0.012864285979761511
179,-0.7645934064653743,-0.3750064029831668,1.6672139909508257,-2.4299741768284893,0.5117140753523587,-0.7868555328910108,
180,,,-1.693516772116839,1.8486288294818152,1.0249737503895484,1.8286158781593327,-0.3883474779427075
181,-1.484773589739823,-0.14860561403275938,1.675748939120313,-1.5249835250134092,1.6496649096489926,-1.1589236373575234,
182,,,-1.6148469373496404,1.5015305089550481,0.5571127442342111,1.8165896060183508,-0.12479801853586402
183,-1.888275877660693,-0.10198610033679838,1.9776985103194393,-1.4710129748291103,1.0778010478804418,-1.348963932461781,
184,,,-2.9380158169600223,1.42306563021689,0.14134161059395067,1.728804497294942,-0.03676727560222101
185,-2.2971067972479813,0.22276424471182768,2.3341810425860725,-1.5977960109969376,0.7464344645577351,-1.4983304089472076,
186,,,-2.007277352546136,1.7336203558300913,0.13302408843230404,1.7828916603829765,0.14459074697100815
187,-2.3349519276691435,0.23348794534025935,2.1363091203672946,-1.70596068742337,0.7927340007437073,-1.5529190324955597,
188,,,-1.9054320098730357,1.6914863507980011,-0.09184075827303123,1.7798725897453274,0.6280969301912983
189,-2.9338687299988355,0.20606328827854214,1.7684384618426894,-1.5219370605167524,0.8491923533966176,-1.9868870128029867,
190,,,-1.6718356210299041,1.4982575944016183,-0.06994588738754712,2.2606726012610823,1.864390541432803
191,-2.979257579033724,0.07512862954070318,1.6036516469433701,-1.474933005394031,0.6016610761716976,-1.8883907040890824,
192,,,-1.5733160690091663,1.4519192905104275,0.5704869301981141,2.182207394081295,0.5357748910354464
193,-2.9413526147010938,0.03224392612560614,1.5255983787749612,-1.9449559256659135,1.0586784787336485,-1.263402056497878,
194,,,-1.5701270534601852,1.956908861156283,-0.14960119070456748,1.8363446310104634,0.15372543629721322
195,-2.661431629294911,0.018227947586848328,1.4717664258066827,-1.8474282976875513,0.8147903831615473,-1.7670654533443133,
196,,,-1.5457030953321103,1.7930870757683453,-0.20966200419048941,2.047376147734288,0.04429636088442867
197,-2.850469317981634,0.0006386348337374627,2.0484870919569866,-1.7888076313323666,0.5636473795060266,-1.9932068105483975,
198,,,-4.039131982973825,1.7606234007563029,-0.37657595775689456,0.11021237128882877,-1.9683399142710483
199,-1.7463701908964484,0.17481890812779374,3.0864292028100637,-1.7332114620908485,0.4030776581509544,-0.3233974123788369,
200,,,-2.52059871805581,1.077113494452259,-0.4210174200324712,0.5340427043793678,-0.45018193973382814
201,-1.3330219639664496,0.07745795638901284,1.848116631063064,-1.0613635696493948,0.26515066522202063,-0.7293355287086557,
202,,,-1.6106577023595277,1.0483512573364473,0.963163384635072,0.827773425657417,-0.008623047365259123
203,-1.1450150257824179,0.0498535870988014,1.623625538717852,-1.039647377737862,1.2716651366655947,-0.23321358165017067,
204,,,-1.481599324081526,0.7680452796431769,0.37199314007173073,0.7519393441718234,-0.0014914463390981107
205,-0.39636199689165175,-0.25878162132143673,1.4640740496756686,-0.7614576979456359,0.7394182451081834,-0.6626101554015155,
206,,,-1.3583324795652973,0.7498022486622884,0.09390961825794512,1.0054339352919617,-0.03166148933193174
207,-0.8053245500957766,0.21797135016603233,1.2245197185952688,-0.9620329291343156,1.1527603382841298,-0.8962474696448871,
208,,,-1.221130708323216,-0.8459113483721191,0.31445272684479547,1.3519310346054967,0.006967832973934583
209,-1.2466281914509867,0.26649721118965025,0.2991272016193246,0.8439089378585081,-0.34070468488110467,-1.059775512065938,
210,,,0.3183488322662627,-0.8309618935745455,0.43269218672381166,0.9042865226656209,0.029591648996542676
211,-1.0017031743442806,-0.11119144791076725,-0.6705735664545965,0.818025383095821,-0.7163280053615613,-0.5746978613619834,
212,,,0.869040809586821,-0.8078827531244077,-0.10050436544193983,0.12975010652115032,-0.012089543093635097
213,-0.22783262229458368,-0.22973441837136474,-0.8327239972833903,0.795506174273688,-0.5687436000810676,-0.17805158672193655,
214,,,0.8655848787667207,-0.7851742571563136,0.14893574921280556,-0.23296646925085518,-1.9110619846402175
215,-0.264875558507167,-0.2862271878458967,-0.9680271225491947,2.3747167693418527,-0.38007337756730136,0.29784051455782024,
216,,,1.2606906048190745,-2.3376688224355453,0.4284899174436138,-0.5244548269438161,-0.5297475383703778
217,-0.45267780385719547,-0.21916476417731007,-1.4542646186390795,2.3196984124106326,-0.3648752922148777,0.750495578717697,
218,,,1.4574722120432948,-2.3014806066872446,0.4526293455550578,-0.8913775800719504,-0.1773502749667427
219,-0.9052699591512983,-0.09105952519950736,-2.742354359212875,2.2051476348370915,-0.45712398189020104,2.6276019951794773,
220,,,2.2628498979234912,-2.3773202474897497,0.4989075624316197,-2.1823891652660365,-0.06608921787246935
221,-1.7615912241109644,0.21930274852451415,-2.2085093219883007,2.391637479074333,-0.3858972100658635,2.1716853722087337,
222,,,1.98189625313552,-2.3546017344066263,0.09858137488809093,-2.2099650073396084,-0.005895261302399727
223,-2.237851764968373,-0.1862020378561786,-1.8523024047591172,2.0790322676399544,-0.6362558155613517,1.7643923990159796,
224,,,1.7360701609587947,-2.045956279487633,0.42962475591257554,-0.757274086432631,-0.027741589632318778
225,-1.5128151095125852,0.043392810672964244,-1.6940153439832866,2.021472575560212,0.05484804975704921,0.9856031785488596,
226,,,1.6808025783023062,-1.9921427245216297,1.7270199109733566,0.9010528393520411,0.005512101493587332
227,-1.7017848590098057,-0.08613165701115673,-1.548875001899645,2.449109194957817,0.5754024983965625,-0.2626383021673672,
228,,,1.5989875371434903,-2.3644612356035486,1.133777183466325,0.44920724117260613,-0.03800796941077841
229,-0.8208603173816496,-0.030676170206236256,-1.353017424747383,2.335589856655141,0.12555510593215377,0.1440167914466735,
230,,,0.5319275812757421,-2.903516645522374,0.7873585619040739,0.21515804527373072,-0.08028727265561691
231,-0.37948179602138576,0.10370004210793976,-0.9996551473131641,2.859735927145797,-0.16067872764825183,0.2204166212924259,
232,,,1.2807088073447217,-2.815044309189187,0.19925365064748474,-0.3622563894179641,0.0008195544729059003
233,-0.3995908976675278,0.7956454822419539,-1.450844621518937,2.732812860363116,-0.46004259280721654,0.44856696944853225,
234,,,1.549653666307266,-2.7376849610351193,0.4081736993211563,-0.9261100445825654,-0.9547214218868921
235,-0.7760793806559916,0.39457819943903677,-1.6384438482499515,2.694794119228256,-0.41219003731504916,1.1623277126146208,
236,,,1.6574622312006533,-2.295679725118918,0.36520139770788423,-1.6749126549827495,-0.22134055558702329
237,-1.405761690121366,0.9929689891103737,-1.719898058458859,2.269450698575293,-0.43847367697698925,1.7443279736337187,
238,,,1.6259813315303144,-2.551491501441493,0.3824359948444799,-1.5588571884128086,0.01963546115343058
239,-1.6341335798776582,0.5132360912349779,-1.7367157836104623,2.44285695015897,-0.4234147708258803,1.6239432253018469,
240,,,1.7073664612082837,-2.3695309846970267,0.40094218214386934,-1.6367799842249933,0.05592383459992779
241,-2.3359329305917664,-0.5076230479299573,-1.6538134234885333,2.309569393310775,0.08361846298496262,2.066970724610504,
242,,,1.379160347724207,-2.2237096319292626,0.7275681232214899,-1.8144823283600267,-0.40686827278876003
243,-2.3681866814057804,-0.3114181818395235,-1.543962438408665,2.199084497442217,-0.15900564470718404,2.0363419795645776,
244,,,1.5674505940729533,-2.276251052857117,0.6286308054661542,-2.2704499544524563,0.020121953546660104
245,-2.736189264320451,-0.20768246390075898,-1.6308422610083824,1.6883695958959215,-0.26410622227512315,2.1328947370690896,
246,,,1.3437546580796909,-1.6597783046374261,0.6610778555978135,-2.10529976292025,-0.0573726141202699
247,-2.7425921930600383,0.2533612670770675,-1.369089120244452,1.4835214720088699,-0.09937483871622538,2.2892787964140062,
248,,,1.4356282806482954,-1.460657267417773,0.5821451305718498,-2.180749011272155,0.9225188728086438
249,-2.4900757432323264,0.09344578570082832,-1.4703268830648608,1.6839267988382063,-0.2172481394187893,2.3507972518864424,
250,,,1.5523706215160402,-1.65772686472356,0.5079663148639919,-2.2815144749462286,0.4364086020601009
251,-2.604758952619289,-0.0010842293881743598,-1.557892385964634,1.3409914032826213,-0.29733467313568807,2.3769612316742568,
